,DATE,WILLREITIND,Index
3069,1989/10/5,759.61,.
3070,1989/10/6,759.61,.
3071,1989/10/9,759.61,.
3072,1989/10/10,759.61,.
3073,1989/10/11,759.61,.
3074,1989/10/12,759.61,.
3075,1989/10/13,759.61,.
3076,1989/10/16,759.61,.
3077,1989/10/17,759.61,.
3078,1989/10/18,759.61,.
3079,1989/10/19,759.61,.
3080,1989/10/20,759.61,.
3081,1989/10/23,759.61,.
3082,1989/10/24,759.61,.
3083,1989/10/25,759.61,.
3084,1989/10/26,759.61,.
3085,1989/10/27,759.61,.
3086,1989/10/30,759.61,.
3087,1989/10/31,730.44,730.44
3088,1989/11/1,730.44,730.44
3089,1989/11/2,730.44,.
3090,1989/11/3,730.44,.
3091,1989/11/6,730.44,.
3092,1989/11/7,730.44,.
3093,1989/11/8,730.44,.
3094,1989/11/9,730.44,.
3095,1989/11/10,730.44,.
3096,1989/11/13,730.44,.
3097,1989/11/14,730.44,.
3098,1989/11/15,730.44,.
3099,1989/11/16,730.44,.
3100,1989/11/17,730.44,.
3101,1989/11/20,730.44,.
3102,1989/11/21,730.44,.
3103,1989/11/22,730.44,.
3104,1989/11/23,730.44,.
3105,1989/11/24,730.44,.
3106,1989/11/27,730.44,.
3107,1989/11/28,730.44,.
3108,1989/11/29,730.44,.
3109,1989/11/30,729.71,729.71
3110,1989/12/1,729.71,729.71
3111,1989/12/4,729.71,.
3112,1989/12/5,729.71,.
3113,1989/12/6,729.71,.
3114,1989/12/7,729.71,.
3115,1989/12/8,729.71,.
3116,1989/12/11,729.71,.
3117,1989/12/12,729.71,.
3118,1989/12/13,729.71,.
3119,1989/12/14,729.71,.
3120,1989/12/15,729.71,.
3121,1989/12/18,729.71,.
3122,1989/12/19,729.71,.
3123,1989/12/20,729.71,.
3124,1989/12/21,729.71,.
3125,1989/12/22,729.71,.
3126,1989/12/25,729.71,.
3127,1989/12/26,729.71,.
3128,1989/12/27,729.71,.
3129,1989/12/28,729.71,.
3130,1989/12/29,726.5,726.5
3131,1990/1/1,726.5,726.5
3132,1990/1/2,726.5,.
3133,1990/1/3,726.5,.
3134,1990/1/4,726.5,.
3135,1990/1/5,726.5,.
3136,1990/1/8,726.5,.
3137,1990/1/9,726.5,.
3138,1990/1/10,726.5,.
3139,1990/1/11,726.5,.
3140,1990/1/12,726.5,.
3141,1990/1/15,726.5,.
3142,1990/1/16,726.5,.
3143,1990/1/17,726.5,.
3144,1990/1/18,726.5,.
3145,1990/1/19,726.5,.
3146,1990/1/22,726.5,.
3147,1990/1/23,726.5,.
3148,1990/1/24,726.5,.
3149,1990/1/25,726.5,.
3150,1990/1/26,726.5,.
3151,1990/1/29,726.5,.
3152,1990/1/30,726.5,.
3153,1990/1/31,698.75,698.75
3154,1990/2/1,698.75,698.75
3155,1990/2/2,698.75,.
3156,1990/2/5,698.75,.
3157,1990/2/6,698.75,.
3158,1990/2/7,698.75,.
3159,1990/2/8,698.75,.
3160,1990/2/9,698.75,.
3161,1990/2/12,698.75,.
3162,1990/2/13,698.75,.
3163,1990/2/14,698.75,.
3164,1990/2/15,698.75,.
3165,1990/2/16,698.75,.
3166,1990/2/19,698.75,.
3167,1990/2/20,698.75,.
3168,1990/2/21,698.75,.
3169,1990/2/22,698.75,.
3170,1990/2/23,698.75,.
3171,1990/2/26,698.75,.
3172,1990/2/27,698.75,.
3173,1990/2/28,687.01,687.01
3174,1990/3/1,687.01,687.01
3175,1990/3/2,687.01,.
3176,1990/3/5,687.01,.
3177,1990/3/6,687.01,.
3178,1990/3/7,687.01,.
3179,1990/3/8,687.01,.
3180,1990/3/9,687.01,.
3181,1990/3/12,687.01,.
3182,1990/3/13,687.01,.
3183,1990/3/14,687.01,.
3184,1990/3/15,687.01,.
3185,1990/3/16,687.01,.
3186,1990/3/19,687.01,.
3187,1990/3/20,687.01,.
3188,1990/3/21,687.01,.
3189,1990/3/22,687.01,.
3190,1990/3/23,687.01,.
3191,1990/3/26,687.01,.
3192,1990/3/27,687.01,.
3193,1990/3/28,687.01,.
3194,1990/3/29,687.01,.
3195,1990/3/30,686.26,686.26
3196,1990/4/2,686.26,686.26
3197,1990/4/3,686.26,.
3198,1990/4/4,686.26,.
3199,1990/4/5,686.26,.
3200,1990/4/6,686.26,.
3201,1990/4/9,686.26,.
3202,1990/4/10,686.26,.
3203,1990/4/11,686.26,.
3204,1990/4/12,686.26,.
3205,1990/4/13,686.26,.
3206,1990/4/16,686.26,.
3207,1990/4/17,686.26,.
3208,1990/4/18,686.26,.
3209,1990/4/19,686.26,.
3210,1990/4/20,686.26,.
3211,1990/4/23,686.26,.
3212,1990/4/24,686.26,.
3213,1990/4/25,686.26,.
3214,1990/4/26,686.26,.
3215,1990/4/27,686.26,.
3216,1990/4/30,671.84,671.84
3217,1990/5/1,671.84,671.84
3218,1990/5/2,671.84,.
3219,1990/5/3,671.84,.
3220,1990/5/4,671.84,.
3221,1990/5/7,671.84,.
3222,1990/5/8,671.84,.
3223,1990/5/9,671.84,.
3224,1990/5/10,671.84,.
3225,1990/5/11,671.84,.
3226,1990/5/14,671.84,.
3227,1990/5/15,671.84,.
3228,1990/5/16,671.84,.
3229,1990/5/17,671.84,.
3230,1990/5/18,671.84,.
3231,1990/5/21,671.84,.
3232,1990/5/22,671.84,.
3233,1990/5/23,671.84,.
3234,1990/5/24,671.84,.
3235,1990/5/25,671.84,.
3236,1990/5/28,671.84,.
3237,1990/5/29,671.84,.
3238,1990/5/30,671.84,.
3239,1990/5/31,660.76,660.76
3240,1990/6/1,660.76,660.76
3241,1990/6/4,660.76,.
3242,1990/6/5,660.76,.
3243,1990/6/6,660.76,.
3244,1990/6/7,660.76,.
3245,1990/6/8,660.76,.
3246,1990/6/11,660.76,.
3247,1990/6/12,660.76,.
3248,1990/6/13,660.76,.
3249,1990/6/14,660.76,.
3250,1990/6/15,660.76,.
3251,1990/6/18,660.76,.
3252,1990/6/19,660.76,.
3253,1990/6/20,660.76,.
3254,1990/6/21,660.76,.
3255,1990/6/22,660.76,.
3256,1990/6/25,660.76,.
3257,1990/6/26,660.76,.
3258,1990/6/27,660.76,.
3259,1990/6/28,660.76,.
3260,1990/6/29,668.56,668.56
3261,1990/7/2,668.56,668.56
3262,1990/7/3,668.56,.
3263,1990/7/4,668.56,.
3264,1990/7/5,668.56,.
3265,1990/7/6,668.56,.
3266,1990/7/9,668.56,.
3267,1990/7/10,668.56,.
3268,1990/7/11,668.56,.
3269,1990/7/12,668.56,.
3270,1990/7/13,668.56,.
3271,1990/7/16,668.56,.
3272,1990/7/17,668.56,.
3273,1990/7/18,668.56,.
3274,1990/7/19,668.56,.
3275,1990/7/20,668.56,.
3276,1990/7/23,668.56,.
3277,1990/7/24,668.56,.
3278,1990/7/25,668.56,.
3279,1990/7/26,668.56,.
3280,1990/7/27,668.56,.
3281,1990/7/30,668.56,.
3282,1990/7/31,651.57,651.57
3283,1990/8/1,651.57,651.57
3284,1990/8/2,651.57,.
3285,1990/8/3,651.57,.
3286,1990/8/6,651.57,.
3287,1990/8/7,651.57,.
3288,1990/8/8,651.57,.
3289,1990/8/9,651.57,.
3290,1990/8/10,651.57,.
3291,1990/8/13,651.57,.
3292,1990/8/14,651.57,.
3293,1990/8/15,651.57,.
3294,1990/8/16,651.57,.
3295,1990/8/17,651.57,.
3296,1990/8/20,651.57,.
3297,1990/8/21,651.57,.
3298,1990/8/22,651.57,.
3299,1990/8/23,651.57,.
3300,1990/8/24,651.57,.
3301,1990/8/27,651.57,.
3302,1990/8/28,651.57,.
3303,1990/8/29,651.57,.
3304,1990/8/30,651.57,.
3305,1990/8/31,593,593
3306,1990/9/3,593,593
3307,1990/9/4,593,.
3308,1990/9/5,593,.
3309,1990/9/6,593,.
3310,1990/9/7,593,.
3311,1990/9/10,593,.
3312,1990/9/11,593,.
3313,1990/9/12,593,.
3314,1990/9/13,593,.
3315,1990/9/14,593,.
3316,1990/9/17,593,.
3317,1990/9/18,593,.
3318,1990/9/19,593,.
3319,1990/9/20,593,.
3320,1990/9/21,593,.
3321,1990/9/24,593,.
3322,1990/9/25,593,.
3323,1990/9/26,593,.
3324,1990/9/27,593,.
3325,1990/9/28,544.79,544.79
3326,1990/10/1,544.79,544.79
3327,1990/10/2,544.79,.
3328,1990/10/3,544.79,.
3329,1990/10/4,544.79,.
3330,1990/10/5,544.79,.
3331,1990/10/8,544.79,.
3332,1990/10/9,544.79,.
3333,1990/10/10,544.79,.
3334,1990/10/11,544.79,.
3335,1990/10/12,544.79,.
3336,1990/10/15,544.79,.
3337,1990/10/16,544.79,.
3338,1990/10/17,544.79,.
3339,1990/10/18,544.79,.
3340,1990/10/19,544.79,.
3341,1990/10/22,544.79,.
3342,1990/10/23,544.79,.
3343,1990/10/24,544.79,.
3344,1990/10/25,544.79,.
3345,1990/10/26,544.79,.
3346,1990/10/29,544.79,.
3347,1990/10/30,544.79,.
3348,1990/10/31,520.87,520.87
3349,1990/11/1,520.87,520.87
3350,1990/11/2,520.87,.
3351,1990/11/5,520.87,.
3352,1990/11/6,520.87,.
3353,1990/11/7,520.87,.
3354,1990/11/8,520.87,.
3355,1990/11/9,520.87,.
3356,1990/11/12,520.87,.
3357,1990/11/13,520.87,.
3358,1990/11/14,520.87,.
3359,1990/11/15,520.87,.
3360,1990/11/16,520.87,.
3361,1990/11/19,520.87,.
3362,1990/11/20,520.87,.
3363,1990/11/21,520.87,.
3364,1990/11/22,520.87,.
3365,1990/11/23,520.87,.
3366,1990/11/26,520.87,.
3367,1990/11/27,520.87,.
3368,1990/11/28,520.87,.
3369,1990/11/29,520.87,.
3370,1990/11/30,556.08,556.08
3371,1990/12/3,556.08,556.08
3372,1990/12/4,556.08,.
3373,1990/12/5,556.08,.
3374,1990/12/6,556.08,.
3375,1990/12/7,556.08,.
3376,1990/12/10,556.08,.
3377,1990/12/11,556.08,.
3378,1990/12/12,556.08,.
3379,1990/12/13,556.08,.
3380,1990/12/14,556.08,.
3381,1990/12/17,556.08,.
3382,1990/12/18,556.08,.
3383,1990/12/19,556.08,.
3384,1990/12/20,556.08,.
3385,1990/12/21,556.08,.
3386,1990/12/24,556.08,.
3387,1990/12/25,556.08,.
3388,1990/12/26,556.08,.
3389,1990/12/27,556.08,.
3390,1990/12/28,556.08,.
3391,1990/12/31,556.19,556.19
3392,1991/1/1,556.19,556.19
3393,1991/1/2,556.19,.
3394,1991/1/3,556.19,.
3395,1991/1/4,556.19,.
3396,1991/1/7,556.19,.
3397,1991/1/8,556.19,.
3398,1991/1/9,556.19,.
3399,1991/1/10,556.19,.
3400,1991/1/11,556.19,.
3401,1991/1/14,556.19,.
3402,1991/1/15,556.19,.
3403,1991/1/16,556.19,.
3404,1991/1/17,556.19,.
3405,1991/1/18,556.19,.
3406,1991/1/21,556.19,.
3407,1991/1/22,556.19,.
3408,1991/1/23,556.19,.
3409,1991/1/24,556.19,.
3410,1991/1/25,556.19,.
3411,1991/1/28,556.19,.
3412,1991/1/29,556.19,.
3413,1991/1/30,556.19,.
3414,1991/1/31,608.92,608.92
3415,1991/2/1,608.92,608.92
3416,1991/2/4,608.92,.
3417,1991/2/5,608.92,.
3418,1991/2/6,608.92,.
3419,1991/2/7,608.92,.
3420,1991/2/8,608.92,.
3421,1991/2/11,608.92,.
3422,1991/2/12,608.92,.
3423,1991/2/13,608.92,.
3424,1991/2/14,608.92,.
3425,1991/2/15,608.92,.
3426,1991/2/18,608.92,.
3427,1991/2/19,608.92,.
3428,1991/2/20,608.92,.
3429,1991/2/21,608.92,.
3430,1991/2/22,608.92,.
3431,1991/2/25,608.92,.
3432,1991/2/26,608.92,.
3433,1991/2/27,608.92,.
3434,1991/2/28,632.55,632.55
3435,1991/3/1,632.55,632.55
3436,1991/3/4,632.55,.
3437,1991/3/5,632.55,.
3438,1991/3/6,632.55,.
3439,1991/3/7,632.55,.
3440,1991/3/8,632.55,.
3441,1991/3/11,632.55,.
3442,1991/3/12,632.55,.
3443,1991/3/13,632.55,.
3444,1991/3/14,632.55,.
3445,1991/3/15,632.55,.
3446,1991/3/18,632.55,.
3447,1991/3/19,632.55,.
3448,1991/3/20,632.55,.
3449,1991/3/21,632.55,.
3450,1991/3/22,632.55,.
3451,1991/3/25,632.55,.
3452,1991/3/26,632.55,.
3453,1991/3/27,632.55,.
3454,1991/3/28,689.73,689.73
3455,1991/3/29,689.73,689.73
3456,1991/4/1,689.73,.
3457,1991/4/2,689.73,.
3458,1991/4/3,689.73,.
3459,1991/4/4,689.73,.
3460,1991/4/5,689.73,.
3461,1991/4/8,689.73,.
3462,1991/4/9,689.73,.
3463,1991/4/10,689.73,.
3464,1991/4/11,689.73,.
3465,1991/4/12,689.73,.
3466,1991/4/15,689.73,.
3467,1991/4/16,689.73,.
3468,1991/4/17,689.73,.
3469,1991/4/18,689.73,.
3470,1991/4/19,689.73,.
3471,1991/4/22,689.73,.
3472,1991/4/23,689.73,.
3473,1991/4/24,689.73,.
3474,1991/4/25,689.73,.
3475,1991/4/26,689.73,.
3476,1991/4/29,689.73,.
3477,1991/4/30,692.42,692.42
3478,1991/5/1,692.42,692.42
3479,1991/5/2,692.42,.
3480,1991/5/3,692.42,.
3481,1991/5/6,692.42,.
3482,1991/5/7,692.42,.
3483,1991/5/8,692.42,.
3484,1991/5/9,692.42,.
3485,1991/5/10,692.42,.
3486,1991/5/13,692.42,.
3487,1991/5/14,692.42,.
3488,1991/5/15,692.42,.
3489,1991/5/16,692.42,.
3490,1991/5/17,692.42,.
3491,1991/5/20,692.42,.
3492,1991/5/21,692.42,.
3493,1991/5/22,692.42,.
3494,1991/5/23,692.42,.
3495,1991/5/24,692.42,.
3496,1991/5/27,692.42,.
3497,1991/5/28,692.42,.
3498,1991/5/29,692.42,.
3499,1991/5/30,692.42,.
3500,1991/5/31,697.54,697.54
3501,1991/6/3,697.54,697.54
3502,1991/6/4,697.54,.
3503,1991/6/5,697.54,.
3504,1991/6/6,697.54,.
3505,1991/6/7,697.54,.
3506,1991/6/10,697.54,.
3507,1991/6/11,697.54,.
3508,1991/6/12,697.54,.
3509,1991/6/13,697.54,.
3510,1991/6/14,697.54,.
3511,1991/6/17,697.54,.
3512,1991/6/18,697.54,.
3513,1991/6/19,697.54,.
3514,1991/6/20,697.54,.
3515,1991/6/21,697.54,.
3516,1991/6/24,697.54,.
3517,1991/6/25,697.54,.
3518,1991/6/26,697.54,.
3519,1991/6/27,697.54,.
3520,1991/6/28,676.41,676.41
3521,1991/7/1,676.41,676.41
3522,1991/7/2,676.41,.
3523,1991/7/3,676.41,.
3524,1991/7/4,676.41,.
3525,1991/7/5,676.41,.
3526,1991/7/8,676.41,.
3527,1991/7/9,676.41,.
3528,1991/7/10,676.41,.
3529,1991/7/11,676.41,.
3530,1991/7/12,676.41,.
3531,1991/7/15,676.41,.
3532,1991/7/16,676.41,.
3533,1991/7/17,676.41,.
3534,1991/7/18,676.41,.
3535,1991/7/19,676.41,.
3536,1991/7/22,676.41,.
3537,1991/7/23,676.41,.
3538,1991/7/24,676.41,.
3539,1991/7/25,676.41,.
3540,1991/7/26,676.41,.
3541,1991/7/29,676.41,.
3542,1991/7/30,676.41,.
3543,1991/7/31,669.64,669.64
3544,1991/8/1,669.64,669.64
3545,1991/8/2,669.64,.
3546,1991/8/5,669.64,.
3547,1991/8/6,669.64,.
3548,1991/8/7,669.64,.
3549,1991/8/8,669.64,.
3550,1991/8/9,669.64,.
3551,1991/8/12,669.64,.
3552,1991/8/13,669.64,.
3553,1991/8/14,669.64,.
3554,1991/8/15,669.64,.
3555,1991/8/16,669.64,.
3556,1991/8/19,669.64,.
3557,1991/8/20,669.64,.
3558,1991/8/21,669.64,.
3559,1991/8/22,669.64,.
3560,1991/8/23,669.64,.
3561,1991/8/26,669.64,.
3562,1991/8/27,669.64,.
3563,1991/8/28,669.64,.
3564,1991/8/29,669.64,.
3565,1991/8/30,660.2,660.2
3566,1991/9/2,660.2,660.2
3567,1991/9/3,660.2,.
3568,1991/9/4,660.2,.
3569,1991/9/5,660.2,.
3570,1991/9/6,660.2,.
3571,1991/9/9,660.2,.
3572,1991/9/10,660.2,.
3573,1991/9/11,660.2,.
3574,1991/9/12,660.2,.
3575,1991/9/13,660.2,.
3576,1991/9/16,660.2,.
3577,1991/9/17,660.2,.
3578,1991/9/18,660.2,.
3579,1991/9/19,660.2,.
3580,1991/9/20,660.2,.
3581,1991/9/23,660.2,.
3582,1991/9/24,660.2,.
3583,1991/9/25,660.2,.
3584,1991/9/26,660.2,.
3585,1991/9/27,660.2,.
3586,1991/9/30,670.43,670.43
3587,1991/10/1,670.43,670.43
3588,1991/10/2,670.43,.
3589,1991/10/3,670.43,.
3590,1991/10/4,670.43,.
3591,1991/10/7,670.43,.
3592,1991/10/8,670.43,.
3593,1991/10/9,670.43,.
3594,1991/10/10,670.43,.
3595,1991/10/11,670.43,.
3596,1991/10/14,670.43,.
3597,1991/10/15,670.43,.
3598,1991/10/16,670.43,.
3599,1991/10/17,670.43,.
3600,1991/10/18,670.43,.
3601,1991/10/21,670.43,.
3602,1991/10/22,670.43,.
3603,1991/10/23,670.43,.
3604,1991/10/24,670.43,.
3605,1991/10/25,670.43,.
3606,1991/10/28,670.43,.
3607,1991/10/29,670.43,.
3608,1991/10/30,670.43,.
3609,1991/10/31,659.84,659.84
3610,1991/11/1,659.84,659.84
3611,1991/11/4,659.84,.
3612,1991/11/5,659.84,.
3613,1991/11/6,659.84,.
3614,1991/11/7,659.84,.
3615,1991/11/8,659.84,.
3616,1991/11/11,659.84,.
3617,1991/11/12,659.84,.
3618,1991/11/13,659.84,.
3619,1991/11/14,659.84,.
3620,1991/11/15,659.84,.
3621,1991/11/18,659.84,.
3622,1991/11/19,659.84,.
3623,1991/11/20,659.84,.
3624,1991/11/21,659.84,.
3625,1991/11/22,659.84,.
3626,1991/11/25,659.84,.
3627,1991/11/26,659.84,.
3628,1991/11/27,659.84,.
3629,1991/11/28,659.84,.
3630,1991/11/29,657.6,657.6
3631,1991/12/2,657.6,657.6
3632,1991/12/3,657.6,.
3633,1991/12/4,657.6,.
3634,1991/12/5,657.6,.
3635,1991/12/6,657.6,.
3636,1991/12/9,657.6,.
3637,1991/12/10,657.6,.
3638,1991/12/11,657.6,.
3639,1991/12/12,657.6,.
3640,1991/12/13,657.6,.
3641,1991/12/16,657.6,.
3642,1991/12/17,657.6,.
3643,1991/12/18,657.6,.
3644,1991/12/19,657.6,.
3645,1991/12/20,657.6,.
3646,1991/12/23,657.6,.
3647,1991/12/24,657.6,.
3648,1991/12/25,657.6,.
3649,1991/12/26,657.6,.
3650,1991/12/27,657.6,.
3651,1991/12/30,657.6,.
3652,1991/12/31,688.77,688.77
3653,1992/1/1,688.77,688.77
3654,1992/1/2,688.77,.
3655,1992/1/3,688.77,.
3656,1992/1/6,688.77,.
3657,1992/1/7,688.77,.
3658,1992/1/8,688.77,.
3659,1992/1/9,688.77,.
3660,1992/1/10,688.77,.
3661,1992/1/13,688.77,.
3662,1992/1/14,688.77,.
3663,1992/1/15,688.77,.
3664,1992/1/16,688.77,.
3665,1992/1/17,688.77,.
3666,1992/1/20,688.77,.
3667,1992/1/21,688.77,.
3668,1992/1/22,688.77,.
3669,1992/1/23,688.77,.
3670,1992/1/24,688.77,.
3671,1992/1/27,688.77,.
3672,1992/1/28,688.77,.
3673,1992/1/29,688.77,.
3674,1992/1/30,688.77,.
3675,1992/1/31,722.86,722.86
3676,1992/2/3,722.86,722.86
3677,1992/2/4,722.86,.
3678,1992/2/5,722.86,.
3679,1992/2/6,722.86,.
3680,1992/2/7,722.86,.
3681,1992/2/10,722.86,.
3682,1992/2/11,722.86,.
3683,1992/2/12,722.86,.
3684,1992/2/13,722.86,.
3685,1992/2/14,722.86,.
3686,1992/2/17,722.86,.
3687,1992/2/18,722.86,.
3688,1992/2/19,722.86,.
3689,1992/2/20,722.86,.
3690,1992/2/21,722.86,.
3691,1992/2/24,722.86,.
3692,1992/2/25,722.86,.
3693,1992/2/26,722.86,.
3694,1992/2/27,722.86,.
3695,1992/2/28,724.09,724.09
3696,1992/3/2,724.09,724.09
3697,1992/3/3,724.09,.
3698,1992/3/4,724.09,.
3699,1992/3/5,724.09,.
3700,1992/3/6,724.09,.
3701,1992/3/9,724.09,.
3702,1992/3/10,724.09,.
3703,1992/3/11,724.09,.
3704,1992/3/12,724.09,.
3705,1992/3/13,724.09,.
3706,1992/3/16,724.09,.
3707,1992/3/17,724.09,.
3708,1992/3/18,724.09,.
3709,1992/3/19,724.09,.
3710,1992/3/20,724.09,.
3711,1992/3/23,724.09,.
3712,1992/3/24,724.09,.
3713,1992/3/25,724.09,.
3714,1992/3/26,724.09,.
3715,1992/3/27,724.09,.
3716,1992/3/30,724.09,.
3717,1992/3/31,718.01,718.01
3718,1992/4/1,718.01,718.01
3719,1992/4/2,718.01,.
3720,1992/4/3,718.01,.
3721,1992/4/6,718.01,.
3722,1992/4/7,718.01,.
3723,1992/4/8,718.01,.
3724,1992/4/9,718.01,.
3725,1992/4/10,718.01,.
3726,1992/4/13,718.01,.
3727,1992/4/14,718.01,.
3728,1992/4/15,718.01,.
3729,1992/4/16,718.01,.
3730,1992/4/17,718.01,.
3731,1992/4/20,718.01,.
3732,1992/4/21,718.01,.
3733,1992/4/22,718.01,.
3734,1992/4/23,718.01,.
3735,1992/4/24,718.01,.
3736,1992/4/27,718.01,.
3737,1992/4/28,718.01,.
3738,1992/4/29,718.01,.
3739,1992/4/30,712.48,712.48
3740,1992/5/1,712.48,712.48
3741,1992/5/4,712.48,.
3742,1992/5/5,712.48,.
3743,1992/5/6,712.48,.
3744,1992/5/7,712.48,.
3745,1992/5/8,712.48,.
3746,1992/5/11,712.48,.
3747,1992/5/12,712.48,.
3748,1992/5/13,712.48,.
3749,1992/5/14,712.48,.
3750,1992/5/15,712.48,.
3751,1992/5/18,712.48,.
3752,1992/5/19,712.48,.
3753,1992/5/20,712.48,.
3754,1992/5/21,712.48,.
3755,1992/5/22,712.48,.
3756,1992/5/25,712.48,.
3757,1992/5/26,712.48,.
3758,1992/5/27,712.48,.
3759,1992/5/28,712.48,.
3760,1992/5/29,721.03,721.03
3761,1992/6/1,721.03,721.03
3762,1992/6/2,721.03,.
3763,1992/6/3,721.03,.
3764,1992/6/4,721.03,.
3765,1992/6/5,721.03,.
3766,1992/6/8,721.03,.
3767,1992/6/9,721.03,.
3768,1992/6/10,721.03,.
3769,1992/6/11,721.03,.
3770,1992/6/12,721.03,.
3771,1992/6/15,721.03,.
3772,1992/6/16,721.03,.
3773,1992/6/17,721.03,.
3774,1992/6/18,721.03,.
3775,1992/6/19,721.03,.
3776,1992/6/22,721.03,.
3777,1992/6/23,721.03,.
3778,1992/6/24,721.03,.
3779,1992/6/25,721.03,.
3780,1992/6/26,721.03,.
3781,1992/6/29,721.03,.
3782,1992/6/30,704.95,704.95
3783,1992/7/1,704.95,704.95
3784,1992/7/2,704.95,.
3785,1992/7/3,704.95,.
3786,1992/7/6,704.95,.
3787,1992/7/7,704.95,.
3788,1992/7/8,704.95,.
3789,1992/7/9,704.95,.
3790,1992/7/10,704.95,.
3791,1992/7/13,704.95,.
3792,1992/7/14,704.95,.
3793,1992/7/15,704.95,.
3794,1992/7/16,704.95,.
3795,1992/7/17,704.95,.
3796,1992/7/20,704.95,.
3797,1992/7/21,704.95,.
3798,1992/7/22,704.95,.
3799,1992/7/23,704.95,.
3800,1992/7/24,704.95,.
3801,1992/7/27,704.95,.
3802,1992/7/28,704.95,.
3803,1992/7/29,704.95,.
3804,1992/7/30,704.95,.
3805,1992/7/31,728.28,728.28
3806,1992/8/3,728.28,728.28
3807,1992/8/4,728.28,.
3808,1992/8/5,728.28,.
3809,1992/8/6,728.28,.
3810,1992/8/7,728.28,.
3811,1992/8/10,728.28,.
3812,1992/8/11,728.28,.
3813,1992/8/12,728.28,.
3814,1992/8/13,728.28,.
3815,1992/8/14,728.28,.
3816,1992/8/17,728.28,.
3817,1992/8/18,728.28,.
3818,1992/8/19,728.28,.
3819,1992/8/20,728.28,.
3820,1992/8/21,728.28,.
3821,1992/8/24,728.28,.
3822,1992/8/25,728.28,.
3823,1992/8/26,728.28,.
3824,1992/8/27,728.28,.
3825,1992/8/28,728.28,.
3826,1992/8/31,732,732
3827,1992/9/1,732,732
3828,1992/9/2,732,.
3829,1992/9/3,732,.
3830,1992/9/4,732,.
3831,1992/9/7,732,.
3832,1992/9/8,732,.
3833,1992/9/9,732,.
3834,1992/9/10,732,.
3835,1992/9/11,732,.
3836,1992/9/14,732,.
3837,1992/9/15,732,.
3838,1992/9/16,732,.
3839,1992/9/17,732,.
3840,1992/9/18,732,.
3841,1992/9/21,732,.
3842,1992/9/22,732,.
3843,1992/9/23,732,.
3844,1992/9/24,732,.
3845,1992/9/25,732,.
3846,1992/9/28,732,.
3847,1992/9/29,732,.
3848,1992/9/30,757.98,757.98
3849,1992/10/1,757.98,757.98
3850,1992/10/2,757.98,.
3851,1992/10/5,757.98,.
3852,1992/10/6,757.98,.
3853,1992/10/7,757.98,.
3854,1992/10/8,757.98,.
3855,1992/10/9,757.98,.
3856,1992/10/12,757.98,.
3857,1992/10/13,757.98,.
3858,1992/10/14,757.98,.
3859,1992/10/15,757.98,.
3860,1992/10/16,757.98,.
3861,1992/10/19,757.98,.
3862,1992/10/20,757.98,.
3863,1992/10/21,757.98,.
3864,1992/10/22,757.98,.
3865,1992/10/23,757.98,.
3866,1992/10/26,757.98,.
3867,1992/10/27,757.98,.
3868,1992/10/28,757.98,.
3869,1992/10/29,757.98,.
3870,1992/10/30,757.76,757.76
3871,1992/11/2,757.76,757.76
3872,1992/11/3,757.76,.
3873,1992/11/4,757.76,.
3874,1992/11/5,757.76,.
3875,1992/11/6,757.76,.
3876,1992/11/9,757.76,.
3877,1992/11/10,757.76,.
3878,1992/11/11,757.76,.
3879,1992/11/12,757.76,.
3880,1992/11/13,757.76,.
3881,1992/11/16,757.76,.
3882,1992/11/17,757.76,.
3883,1992/11/18,757.76,.
3884,1992/11/19,757.76,.
3885,1992/11/20,757.76,.
3886,1992/11/23,757.76,.
3887,1992/11/24,757.76,.
3888,1992/11/25,757.76,.
3889,1992/11/26,757.76,.
3890,1992/11/27,757.76,.
3891,1992/11/30,772.76,772.76
3892,1992/12/1,772.76,772.76
3893,1992/12/2,772.76,.
3894,1992/12/3,772.76,.
3895,1992/12/4,772.76,.
3896,1992/12/7,772.76,.
3897,1992/12/8,772.76,.
3898,1992/12/9,772.76,.
3899,1992/12/10,772.76,.
3900,1992/12/11,772.76,.
3901,1992/12/14,772.76,.
3902,1992/12/15,772.76,.
3903,1992/12/16,772.76,.
3904,1992/12/17,772.76,.
3905,1992/12/18,772.76,.
3906,1992/12/21,772.76,.
3907,1992/12/22,772.76,.
3908,1992/12/23,772.76,.
3909,1992/12/24,772.76,.
3910,1992/12/25,772.76,.
3911,1992/12/28,772.76,.
3912,1992/12/29,772.76,.
3913,1992/12/30,772.76,.
3914,1992/12/31,793.01,793.01
3915,1993/1/1,793.01,793.01
3916,1993/1/4,793.01,.
3917,1993/1/5,793.01,.
3918,1993/1/6,793.01,.
3919,1993/1/7,793.01,.
3920,1993/1/8,793.01,.
3921,1993/1/11,793.01,.
3922,1993/1/12,793.01,.
3923,1993/1/13,793.01,.
3924,1993/1/14,793.01,.
3925,1993/1/15,793.01,.
3926,1993/1/18,793.01,.
3927,1993/1/19,793.01,.
3928,1993/1/20,793.01,.
3929,1993/1/21,793.01,.
3930,1993/1/22,793.01,.
3931,1993/1/25,793.01,.
3932,1993/1/26,793.01,.
3933,1993/1/27,793.01,.
3934,1993/1/28,793.01,.
3935,1993/1/29,845.82,845.82
3936,1993/2/1,845.82,845.82
3937,1993/2/2,845.82,.
